county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs
"Logan County, OK", OK,Logan County OK,99.05002026,11,0.380116,37,59.8,82.4,61.2,30,1139,78.46,48011,43169,12.4,2.6,14.3,3177,2646,8208,5923
"Logan County, WV", WV,Logan County WV,397.3657154,22.3,0.079747,34.6,56.6,77.2,57.4,25.9,1361,72.22,32019,36525,21.9,3.4,13.07,3177,2662,6312,5242
"Long County, GA", GA,Long County GA,156.400385,16.7,0.568373,51,67.1,83.5,69.1,35.5,357,77.1,19559,27071,14.2,3.4,13.42,3177,2713,6468,5759
"Lonoke County, AR", AR,Lonoke County AR,312.3542465,10.9,0.233967,40.3,61.7,81,62.7,31.8,1858,75.86,73309,38764,10.7,5.2,14.34,3177,2633,7680,6546
"Lorain County, OH", OH,Lorain County OH,137.0419414,11.9,0.348259,26.7,49.3,72.8,53.1,33.8,14728,78.59,309833,46147,13.9,3.8,13.48,3246,2720,7020,5117
"Los Alamos County, NM", NM,Los Alamos County NM,337.1165299,3.3,0.415755,29.3,46.4,68.4,49.3,21.4,371,83.49,19369,70600,3.5,6.1,15.64,3792,2982,9840,6412
"Los Angeles County, CA", CA,Los Angeles County CA,444.800814,13.2,0.661865,53.6,60.2,74.7,66.1,26,629811,81.36,10039107,62224,13.4,3.6,19.35,3792,2545,15348,9054
"Loudon County, TN", TN,Loudon County TN,231.9219791,10.6,0.204957,38,58.2,78.7,60,27.4,1500,77.92,54068,48491,9.7,4.6,13.01,3177,2813,7488,3774
"Loudoun County, VA", VA,Loudoun County VA,84.36308729,3.2,0.587233,32.2,53.1,75.8,55.2,20.2,11936,83.19,413538,78070,3.1,4.3,19.92,3177,2866,17484,8110
"Louisa County, IA", IA,Louisa County IA,141.8188264,9.1,0.331527,21.4,50.8,74.4,52.1,31.5,293,79.3,11035,41038,9.2,3,13.4,3246,2791,5724,6182
"Louisa County, VA", VA,Louisa County VA,120.7836206,7.9,0.365537,36,56.6,77.1,57.4,28.5,1035,78.37,37591,42476,9.5,4.8,14.19,3177,2866,7824,5851
"Loup County, NE", NE,Loup County NE,98.81473579,15.1,0.068142,23.3,47.5,75.4,49.4,43.3,12,81.1,664,45361,15.2,3.7,12.89,3246,2783,5460,5385
"Love County, OK", OK,Love County OK,133.4428249,11.7,0.439377,40.7,61.3,82,63.4,27.3,277,75.7,10253,37547,13.4,3.8,13.47,3177,2646,6804,5589
"Loving County, TX", TX,Loving County TX,268.7581544,3.9,0.344414,46.2,66.8,84.1,66.3,60.6,5,73.85,169,56730,7.1,3.9,12.47,3177,2760,6588,3619
"Lowndes County, AL", AL,Lowndes County AL,597.9631879,21.9,0.401937,46.6,64.1,81.8,65.9,24,488,72.57,9726,38991,26.6,4.4,13.58,3177,2889,6996,5395
"Lowndes County, GA", GA,Lowndes County GA,318.8210705,20.3,0.558475,50.4,65.7,81.4,68.5,29.9,3115,76.04,117406,37443,20.4,3.3,13.49,3177,2713,6588,5789
"Lowndes County, MS", MS,Lowndes County MS,253.6630954,16.5,0.529928,43.8,63.3,81.7,64,30.6,2085,76.06,58595,38498,17.2,3.6,13.09,3177,2724,6216,5309
"Lubbock County, TX", TX,Lubbock County TX,740.6920961,15.8,0.570089,40.2,60.5,80.3,61.5,30.4,8996,76.86,310569,42569,17.9,3.2,12.9,3177,2760,7356,3744
"Lucas County, IA", IA,Lucas County IA,331.5801509,13.5,0.051089,21.5,48.7,73.8,51.2,33.8,169,79.19,8600,42126,14.9,3.5,14.09,3246,2791,6852,6471
"Lucas County, OH", OH,Lucas County OH,810.9662621,17.5,0.463857,26.5,49.6,74.8,53.2,33.3,21679,77.06,428348,46290,18,3.3,12.93,3246,2720,6060,4919
"Luce County, MI", MI,Luce County MI,276.837896,19.1,0.355,14.9,38.2,64.2,43.8,33.2,194,78.65,6229,31827,19.2,3.3,12.77,3246,2594,5940,4832
"Lumpkin County, GA", GA,Lumpkin County GA,261.9833107,12.5,0.170891,38.4,55.8,74.5,57.9,28,792,77.59,33610,37427,14.5,9.5,14.12,3177,2713,7632,6050
"Luna County, NM", NM,Luna County NM,588.020601,22.3,0.481636,43.1,60.8,80.8,62.7,22.9,1645,77.22,23709,31140,23.8,6,13.14,3792,2982,5616,5430
"Lunenburg County, VA", VA,Lunenburg County VA,199.5689311,16.5,0.518111,36,55.6,76.8,57,26.1,278,77.06,12196,33755,19.2,5.3,12.98,3177,2866,5784,5374
"Luzerne County, PA", PA,Luzerne County PA,281.1595018,15.1,0.252392,24.6,47,69.8,49.6,28,17091,77.53,317417,45219,15.2,8.9,12.47,3690,2729,6792,3619
"Lycoming County, PA", PA,Lycoming County PA,181.5783613,13.2,0.163588,26,49.1,72.3,51.2,27.8,4913,78.68,113299,43823,13.6,7.7,13.06,3690,2729,7848,3790
"Lyman County, SD", SD,Lyman County SD,151.7281133,23.9,0.521018,20.4,46.5,74.5,48.5,32.4,94,77.49,3781,47431,21.1,8,12.21,3246,2831,5844,3544
"Lynchburg city, VA", VA,Lynchburg City VA,344.8099059,15.5,0.517655,34.8,53.9,73.9,55.3,27.9,2610,76.92,82168,37719,16.8,6,14.03,3177,2866,7560,5789
"Lynn County, TX", TX,Lynn County TX,104.8401188,14.4,0.53385,41.2,60.5,79.9,62.1,28.7,149,77.04,5951,33119,16,6.8,12.22,3177,2760,6144,3547
"Lyon County, IA", IA,Lyon County IA,239.0710383,6.3,0.071953,15.5,46.3,73.1,48.1,32.8,171,81.05,11755,60892,7.4,4.6,13.55,3246,2791,5964,6243
"Lyon County, KS", KS,Lyon County KS,211.8770516,12.6,0.431593,30,54.8,78.7,56.6,31.5,790,78.91,33195,38297,15.1,5.2,12.85,3246,2543,5760,5244
"Lyon County, KY", KY,Lyon County KY,35.49875754,14.4,0.162852,36.8,59.6,80,61.4,29.8,164,76.61,8210,36652,14.5,5.7,12.92,3177,3022,5376,5490
"Lyon County, MN", MN,Lyon County MN,164.7898929,8.8,0.235881,14.4,45.3,72.6,47.6,34.2,645,80.75,25474,49455,10.6,5.5,13.36,3246,2696,5652,6255
"Lyon County, NV", NV,Lyon County NV,296.758927,10.1,0.386012,31.9,49.3,73.2,51.5,39.6,1968,76.6,57510,38713,10.2,5,13.12,3792,2614,7572,3807
"Mackinac County, MI", MI,Mackinac County MI,244.100895,12.5,0.409694,17.6,39.4,65.7,46.5,33.4,668,79.13,10799,44457,14.1,6,12.77,3246,2594,5940,4832
"Macomb County, MI", MI,Macomb County MI,290.7218207,9.2,0.320937,23.8,46.2,71.9,50.6,35.4,52568,78.44,873972,46530,8.6,8.4,13.78,3246,2594,7668,5217
"Macon County, AL", AL,Macon County AL,919.341731,27.9,0.309447,45.7,63,81.3,65.2,31.2,773,72.81,18068,32919,29.3,7.3,12.85,3177,2889,5760,5106
"Macon County, GA", GA,Macon County GA,192.7332429,31.1,0.524324,47.3,64.4,81,65.5,30.1,311,73.79,12947,31028,29.4,5.1,13.08,3177,2713,5892,5616
"Macon County, IL", IL,Macon County IL,386.17105,12.8,0.37081,27.4,53.6,76.1,55.4,32.9,4665,77.7,104009,48214,16.7,5.9,13.01,3246,2862,5880,5127
"Macon County, MO", MO,Macon County MO,257.3340196,13,0.115321,26.1,53,77,54.7,26.8,356,77.49,15117,42414,12.5,6.7,12.83,3246,2681,5268,5548
"Macon County, NC", NC,Macon County NC,112.2367605,12.9,0.192172,35.3,53.4,71.3,54.7,34.4,1033,78.35,35858,40057,14.3,5.5,13.62,3177,2728,7032,5596
"Macon County, TN", TN,Macon County TN,295.1411832,16.7,0.135992,36.2,58.7,79,60.1,24.3,728,74.14,24602,33297,15.5,6.2,12.47,3177,2813,6528,3618
"Macoupin County, IL", IL,Macoupin County IL,179.1808874,10.8,0.072285,27.9,54.9,76.5,56.2,33.1,1523,78.02,44926,41607,13.5,6.2,13.26,3246,2862,6312,5228
"Madera County, CA", CA,Madera County CA,612.9051309,14.1,0.552329,44.9,57.8,78.3,62.7,32.5,6649,79.35,157327,39897,17.6,7.1,16.13,3792,2545,9996,7720
"Madison County, AL", AL,Madison County AL,603.3578174,10.5,0.504851,40.4,60.2,79.6,61.6,28.3,8668,78.07,372909,51445,11.5,9.3,13.47,3177,2889,6804,5350
"Madison County, AR", AR,Madison County AR,299.3439908,16.9,0.172177,35.9,57.6,77.8,59.6,22.6,287,76.42,16576,35496,16.4,5.9,13.94,3177,2633,7008,6379
"Madison County, FL", FL,Madison County FL,822.2981632,23.8,0.548148,50.9,66,81,69,27.3,459,75.35,18493,31675,22.7,4.9,12.15,3177,2792,5976,3525
"Madison County, GA", GA,Madison County GA,156.8236091,14.5,0.277228,41.2,59.6,78.6,61,24.9,670,75.42,29880,36557,15.6,5.1,14.51,3177,2713,8280,6211
"Madison County, IA", IA,Madison County IA,38.83997929,7.5,0.064584,20.8,49.2,73.8,51.7,33.2,479,79.7,16338,49505,6.9,6.6,14.32,3246,2791,7236,6570
"Madison County, ID", ID,Madison County ID,80.10680908,14.3,0.188737,20.3,44,67.2,45,44.3,606,81.09,39907,26407,27.4,6.4,14.6,3792,2470,7872,6730
"Madison County, IL", IL,Madison County IL,226.7751894,11,0.250803,31.4,56.6,79.7,58.8,35.8,10182,77.16,262966,46890,10.9,7.3,14.02,3246,2862,7596,5528
"Madison County, IN", IN,Madison County IN,261.3387287,12.1,0.253268,26.2,51.2,73.6,53.4,30.6,4621,76.76,129569,38172,13.1,7,13.12,3246,2848,6516,4733
"Madison County, KY", KY,Madison County KY,163.5705106,15.5,0.183388,34,56.4,76,57.4,28.7,2764,77.19,92987,35397,17.7,4.6,13.16,3177,3022,5784,5590
"Madison County, MO", MO,Madison County MO,104.5772665,16.3,0.085481,31.5,55.3,76.7,55.5,32.3,358,74.89,12088,36865,16.7,5.4,12.73,3246,2681,5112,5509
"Madison County, MS", MS,Madison County MS,92.61841214,12.6,0.540075,44.2,63,80.9,63.9,26.3,3449,73.8,106272,64033,10.1,9.6,14.43,3177,2724,8484,5840
"Madison County, MT", MT,Madison County MT,90.76763485,9.9,0.111403,25.2,42.3,65.6,44.4,33.4,232,80.87,8600,49115,9.7,7.5,15.29,3792,2450,8880,7175
"Madison County, NC", NC,Madison County NC,109.4091904,14,0.115282,36,54.6,74.2,56.6,27.2,661,77.89,21755,34036,14.6,3,16.88,3177,2728,12468,6934
"Madison County, NE", NE,Madison County NE,85.0388344,10.6,0.311459,21.5,48.4,74.1,50,37,767,79.26,35099,50630,10.2,15.2,12.97,3246,2783,5592,5416
"Madison County, NY", NY,Madison County NY,81.51197812,10.4,0.122844,19.2,42.9,66.4,46.4,31,2529,80,70941,44502,9.8,9.6,14.29,3690,2935,7596,6394
"Madison County, OH", OH,Madison County OH,83.18506366,9.5,0.192534,26.4,50,73,52.6,27.9,1236,77.58,44731,41751,9.6,6.2,14.12,3246,2720,8124,5345
"Madison County, TN", TN,Madison County TN,1138.42383,22.2,0.534441,37.7,59.9,79.9,60.8,27.9,3685,76.53,97984,42720,17.6,6.6,12.28,3177,2813,6192,3564
"Madison County, TX", TX,Madison County TX,145.1273492,17.4,0.5916,49.1,66.4,82.8,68.4,27.6,321,76.68,14284,30435,17.8,7.1,13.03,3177,2760,7584,3781
"Madison County, VA", VA,Madison County VA,83.33333333,9.4,0.262304,30.6,50.4,71.4,52.4,26.4,280,78.93,13261,48822,9.3,7,14.16,3177,2866,7764,5837
"Madison Parish, LA", LA,Madison Parish LA,435.9855789,33.6,0.489518,45.5,64.7,81.7,65.7,24.1,301,71.57,10951,32437,41.1,5.6,13.3,3177,3042,6432,5216
"Magoffin County, KY", KY,Magoffin County KY,46.33204633,30.9,0.039468,34.9,57.4,75.4,58.1,23.8,516,72.6,12161,30537,29.4,6.6,12.92,3177,3022,5376,5490
"Mahaska County, IA", IA,Mahaska County IA,196.2796092,10.2,0.104335,21,49.6,74.5,51.8,30.6,561,80.12,22095,43914,10.8,8,13.63,3246,2791,6096,6277
"Mahnomen County, MN", MN,Mahnomen County MN,307.3029646,15.3,0.585015,8.7,43.1,69.1,45.3,37,286,76.75,5527,36950,21.3,7.3,14.38,3246,2696,7332,6701
"Mahoning County, OH", OH,Mahoning County OH,364.3065135,15.8,0.377204,24.1,46.1,70,49.2,29.1,10298,77.24,228683,43097,18.4,6.2,12.76,3246,2720,5784,4862
"Major County, OK", OK,Major County OK,117.1417415,11.5,0.257917,34.6,57.2,82.3,59.3,30,176,77.81,7629,43762,13.4,8.1,13.07,3177,2646,6132,5430
"Malheur County, OR", OR,Malheur County OR,272.3186456,19.5,0.505367,28.6,47.8,72.3,49.1,36,654,78.41,30571,30992,21,6.3,14.11,3792,2395,6684,6965
"Manassas city, VA", VA,Manassas City VA,330.8955761,7.9,0.662891,33.5,54.4,78.2,56.4,27.3,1406,80.99,41085,54740,7.4,8.9,19.92,3177,2866,17484,8110
"Manassas Park city, VA", VA,Manassas Park City VA,130.0390117,6.7,0.690899,33.5,54.4,78.2,56.4,28.4,648,80.99,17478,54740,6.3,7.9,19.92,3177,2866,17484,8110
"Manatee County, FL", FL,Manatee County FL,585.7833537,10.9,0.440223,60.8,70.7,82,75.5,29.9,11925,80.36,403253,47378,11.3,4.2,14.22,3177,2792,9684,4126
"Manistee County, MI", MI,Manistee County MI,237.2188139,12.4,0.194449,22.7,44.8,69.2,48.7,34,1106,78.87,24558,38814,12.3,4.4,12.77,3246,2594,5940,4832
"Manitowoc County, WI", WI,Manitowoc County WI,136.3850522,7.9,0.155103,19.5,41.9,67.2,47.7,33.2,2508,80.22,78981,47675,8.8,5,13.17,3246,2754,5616,5832
"Marathon County, WI", WI,Marathon County WI,121.8467537,6.7,0.193154,14,43.6,68.4,45.6,32.2,3602,80.62,135692,50111,8.2,13.6,13.44,3246,2754,6072,5948
"Marengo County, AL", AL,Marengo County AL,461.4239643,18.3,0.52855,43.5,62.1,79.9,63.5,29.8,485,74.68,18863,39801,24.8,5.2,12.81,3177,2889,5688,5089
"Maricopa County, AZ", AZ,Maricopa County AZ,410.2097764,11.6,0.571908,53.7,68.8,91.2,73.1,32.6,172361,80.06,4485414,47694,12.2,4.7,15.76,3792,2763,10164,6551
"Maries County, MO", MO,Maries County MO,243.9565314,12.9,0.07036,32.2,56.4,78.4,57.6,30.6,189,77.46,8697,33348,14.3,5.6,12.73,3246,2681,5112,5509
"Marin County, CA", CA,Marin County CA,189.6541714,6,0.442392,48,57,67.6,61.9,23.3,8662,83.8,258826,134275,6.9,5.3,28,3792,2545,26364,16031
"Marinette County, WI", WI,Marinette County WI,52.87190579,9.4,0.079872,15,41.8,67.2,45.4,33.5,1523,78.9,40350,44014,11.5,4.4,13.59,3246,2754,6312,6009
"Marion County, AL", AL,Marion County AL,280.2136217,16.8,0.15474,40.9,60.9,80.2,62.6,32,661,74.54,29709,33264,16.9,4.6,12.72,3177,2889,5544,5055
"Marion County, AR", AR,Marion County AR,328.6670724,19.1,0.096637,36.5,58.2,78.9,58.8,31.9,403,76.57,16694,30743,16.3,3.8,12.77,3177,2633,5064,5894
"Marion County, FL", FL,Marion County FL,479.010677,15.3,0.440316,56.2,69.4,82.1,72.8,30.6,9760,77.45,365579,36997,14.9,5.1,13.17,3177,2792,7800,3821
"Marion County, GA", GA,Marion County GA,46.2962963,20.6,0.542337,43.7,61.2,79.1,62.1,28.9,163,75.69,8359,29333,21.1,4.6,13.82,3177,2713,7128,5924
"Marion County, IA", IA,Marion County IA,147.3595573,8,0.096822,21.8,50.6,75.4,52.9,30.4,751,79.22,33253,48956,8.2,4.4,14.05,3246,2791,6792,6456
"Marion County, IL", IL,Marion County IL,295.1685568,14.2,0.153249,29.2,54.7,77.2,56.4,38.6,1591,76.66,37205,43059,15,5.5,12.77,3246,2862,5484,5034
"Marion County, IN", IN,Marion County IN,1083.508119,14.4,0.572081,27.2,52.1,74.5,54.2,27.2,38918,76.2,964582,51940,15.2,4.7,14.03,3246,2848,8088,5063
"Marion County, KS", KS,Marion County KS,40.91987888,10.1,0.1189,29.9,54,79.4,56.8,36.2,245,79.35,11884,41410,10.7,4.7,13.16,3246,2543,6288,5364
"Marion County, KY", KY,Marion County KY,89.7979546,15.7,0.241699,33.5,54.7,76.4,56.6,23.5,718,76.62,19273,36083,16.8,5.5,12.95,3177,3022,5436,5504
"Marion County, MO", MO,Marion County MO,245.6407418,14.3,0.177551,26.2,53.4,76.4,55,28.7,687,77.03,28530,41068,13.9,4.3,13.38,3246,2681,6180,5775
"Marion County, MS", MS,Marion County MS,190.9854851,19.2,0.472884,48,65.5,81.9,66.9,29.9,719,72.65,24573,34526,23.8,4.9,12.9,3177,2724,5904,5236
"Marion County, OH", OH,Marion County OH,206.357636,14.3,0.201324,25.5,49.4,72.5,52.2,30.9,2160,77.08,65093,38252,14.8,4.4,13.06,3246,2720,6288,4966
"Marion County, OR", OR,Marion County OR,235.7747193,12.1,0.477956,40.1,49.5,66.1,52.4,35.1,11304,78.97,347818,43042,12.2,5.8,15.24,3792,2395,8508,7508
"Marion County, SC", SC,Marion County SC,941.6313295,21.8,0.530066,43.2,61.8,80.8,63.4,23.4,1037,72.67,30657,31492,24.9,5,13.87,3177,2662,6672,6533
"Marion County, TN", TN,Marion County TN,310.1430887,14.7,0.144153,35,56,74.5,57.4,30.1,935,74.61,28907,38450,15.3,10.1,12.84,3177,2813,7188,3725
"Marion County, TX", TX,Marion County TX,732.7796776,20,0.445415,44.4,63.2,82.3,64.5,29.4,351,74.22,9854,38063,21.4,5,12.34,3177,2760,6348,3580
"Marion County, WV", WV,Marion County WV,251.4595203,13.2,0.131534,29.4,51.6,72.5,53,26.2,2195,77.18,56072,41980,14.6,4.3,13.68,3177,2662,7344,5475
"Mariposa County, CA", CA,Mariposa County CA,399.8873557,13.3,0.318022,37.1,45.5,68.6,52.8,41.7,781,80.1,17203,53143,15.1,4.5,15.29,3792,2545,8592,7370
"Marlboro County, SC", SC,Marlboro County SC,1253.437132,26,0.575977,42.1,61.3,80.1,62.4,26.1,911,72.02,26118,31562,28.9,5.2,13.51,3177,2662,6084,6377
"Marquette County, MI", MI,Marquette County MI,163.9586411,13.6,0.141244,13.8,38.3,64.9,43.4,31.1,2637,79.31,66699,40036,11.8,5.7,12.74,3246,2594,5892,4822
"Marquette County, WI", WI,Marquette County WI,65.89351608,10.3,0.105865,16.9,45.8,70.5,48,33.1,514,78.98,15574,41182,10,4.5,13.62,3246,2754,6360,6021
"Marshall County, AL", AL,Marshall County AL,186.7876741,15.4,0.300119,41,60.7,80,63,31.1,1845,74.53,96774,36044,15.7,7.6,12.84,3177,2889,5736,5100
"Marshall County, IA", IA,Marshall County IA,365.9072059,10.1,0.401517,18.8,48.6,73.2,50,30.8,1236,77.37,39369,43652,13,5.7,13.59,3246,2791,6024,6259
"Marshall County, IL", IL,Marshall County IL,181.0252613,9.3,0.098291,26.1,53.6,76.2,55.1,34.6,375,78.04,11438,46015,9,5.1,13.53,3246,2862,6768,5334
"Marshall County, IN", IN,Marshall County IN,114.6277781,9.3,0.209634,23.2,48.6,72.9,51.8,26.5,1456,79.06,46258,41329,10.9,4.9,12.82,3246,2848,6000,4625
"Marshall County, KS", KS,Marshall County KS,149.970006,8.7,0.091061,26.6,53.2,78.4,54.9,31.1,173,80.23,9707,45766,9.4,4.3,13.16,3246,2543,6288,5364
"Marshall County, KY", KY,Marshall County KY,122.1589996,10.3,0.056897,34.8,58,78.9,59.6,31.2,912,76.46,31100,41625,11.8,4.7,14.01,3177,3022,7200,5939
"Marshall County, MN", MN,Marshall County MN,31.83023873,7.9,0.116401,5.4,41.7,67.9,42.9,34,353,82.05,9336,51509,7.5,5.2,13.32,3246,2696,5580,6236
"Marshall County, MS", MS,Marshall County MS,265.6442558,22.7,0.540785,38.3,59.2,78.6,59.9,29.5,1066,73.4,35294,32341,20.3,5.5,12.95,3177,2724,5988,5256
"Marshall County, OK", OK,Marshall County OK,268.9517138,13.7,0.505987,40.8,62.1,83.6,64.2,28.6,441,76.31,16931,32681,18.2,4.4,12.61,3177,2646,5364,5247
"Marshall County, SD", SD,Marshall County SD,314.9275667,13.2,0.299511,12.1,44.9,72.2,46.9,37,116,80.14,4935,48721,11.8,4.2,12.21,3246,2831,5844,3544
"Marshall County, TN", TN,Marshall County TN,337.2952136,12.1,0.24973,36.6,56.7,77.8,58.3,29.4,1396,76,34375,37550,13.1,9.6,12.6,3177,2813,6756,3655
"Marshall County, WV", WV,Marshall County WV,246.4647709,13.7,0.062707,30.3,52.2,74.2,54.2,29.7,1350,77.41,30531,41028,13.7,4.4,13.36,3177,2662,6792,5351
"Martin County, FL", FL,Martin County FL,262.4567806,11.1,0.355081,63.4,72.2,82.1,77.2,32,4384,81.16,161000,83873,8.9,8.7,15.06,3177,2792,11184,4369
"Martin County, IN", IN,Martin County IN,78.74015748,11.2,0.049201,30.2,54.6,75.7,56,31.6,229,77.33,10255,39941,10.9,4.4,12.82,3246,2848,6000,4625
"Martin County, KY", KY,Martin County KY,110.6981893,31.9,0.203838,32.2,53,74.7,55,23.7,290,72.56,11195,29840,34.4,5.1,12.92,3177,3022,5376,5490
"Martin County, MN", MN,Martin County MN,97.93360102,9.9,0.112892,15.3,46.6,73.4,49.2,34.8,520,81.16,19683,50083,10.5,3.8,13.36,3246,2696,5652,6255
"Martin County, NC", NC,Martin County NC,519.0092409,20.1,0.540574,40.8,59.4,78.7,61.3,33.1,617,74.22,22440,34647,20.6,4.9,13.05,3177,2728,6072,5359
"Martin County, TX", TX,Martin County TX,169.4277108,11.1,0.529058,46.2,66.2,83,66.8,26.1,155,76.64,5771,56021,12.1,4.5,12.61,3177,2760,6828,3658
"Martinsville city, VA", VA,Martinsville City VA,283.5332606,21.3,0.564655,35.5,55.2,75.4,55.8,33.3,619,73.26,12554,39367,19.5,4.9,13.39,3177,2866,6468,5534
"Mason County, IL", IL,Mason County IL,371.9820326,13.4,0.06464,25,52.6,75.9,54.6,30.4,476,77.27,13359,42510,12.1,4.7,13.01,3246,2862,5892,5130
"Mason County, KY", KY,Mason County KY,144.6926728,15.7,0.194012,31.6,53.4,75.7,56.2,32.1,551,75,17070,40541,15.7,5,12.95,3177,3022,5436,5504
"Mason County, MI", MI,Mason County MI,276.1754938,12.3,0.149496,23.6,45.3,69.2,49.1,34.6,1232,78.73,29144,41667,13.9,4.6,12.84,3246,2594,6072,4862
"Mason County, TX", TX,Mason County TX,24.2248062,9.8,0.382424,45.7,64,80.6,64.9,33.4,96,79.78,4274,44601,11.7,4.9,13.22,3177,2760,7920,3835
"Mason County, WA", WA,Mason County WA,267.7818735,12.6,0.316384,40,48.9,64.1,51,39.8,2508,78.45,66768,42767,12.8,4.4,13.23,3792,2206,8184,3840
"Mason County, WV", WV,Mason County WV,114.2815011,17.1,0.060797,31,52.8,73.6,54.6,26.1,877,75.46,26516,33318,15.5,3.7,13.24,3177,2662,6588,5304
"Massac County, IL", IL,Massac County IL,398.0627612,14.8,0.198294,32.8,56.5,77.7,57.6,39.3,541,75.88,13772,38360,15.9,4.7,13.34,3246,2862,6444,5259
"Matagorda County, TX", TX,Matagorda County TX,330.6733712,17.3,0.612762,53.8,69.3,83.3,72.3,31.5,1737,76.67,36643,40596,17.5,4.9,12.85,3177,2760,7260,3728
"Matanuska-Susitna Borough, AK", AK,Matanuska-Susitna Borough AK,64.08101521,8.7,0.331951,11.6,34.8,57.9,31.7,38.3,3990,78.11,108317,45897,9.6,4.6,13.97,3792,2814,8892,4053
"Mathews County, VA", VA,Mathews County VA,89.91794987,8.5,0.242813,37.8,56,77.8,59.9,31.8,200,79.19,8834,56088,8.8,4.5,16.33,3177,2866,11424,6693
"Maui County, HI", HI,Maui County HI,256.5511042,9.5,0.740757,67.9,69.2,73.6,73.2,33.5,14764,80.99,167417,49040,10.7,4.8,19.15,3792,1948,15300,9280
"Maury County, TN", TN,Maury County TN,552.7632192,9.9,0.34174,37,58.1,78.6,59.1,31.4,4061,76.37,96387,42696,8.5,3.8,13.56,3177,2813,8472,3933
"Maverick County, TX", TX,Maverick County TX,298.5768433,20,0.094273,53.2,72.2,86.6,72.7,24.2,3673,79.18,58722,30505,26.9,4.8,12.41,3177,2760,6468,3600
"Mayes County, OK", OK,Mayes County OK,276.933634,16.9,0.508904,36.1,58.5,80.6,60.5,32.7,980,75.7,41100,35197,17.7,4.6,13.15,3177,2646,6276,5464
"McClain County, OK", OK,McClain County OK,164.3340363,10.4,0.350166,37.7,59.7,81.6,61.6,32.3,1099,76.38,40474,45143,7.1,6.3,14.3,3177,2646,8208,5923
"McCone County, MT", MT,McCone County MT,58.51375073,14.5,0.076101,17.7,45.4,71.6,46.2,36.5,28,79.44,1664,42209,14.5,4,13.63,3792,2450,6144,6454
"McCook County, SD", SD,McCook County SD,53.05978069,9.6,0.098241,16.2,45.9,72.7,47.8,29.5,113,79.17,5586,52453,9.2,3.9,12.96,3246,2831,7188,3762
"McCormick County, SC", SC,McCormick County SC,341.8116015,17,0.523422,45,63.7,82.6,64.8,29,224,77,9463,38513,18.1,4.8,13.39,3177,2662,5892,6326
"McCracken County, KY", KY,McCracken County KY,200.3885396,15.5,0.284596,34.5,58.2,79.1,59.1,34.9,2051,76.41,65418,48383,15.5,5.9,13.17,3177,3022,5796,5593
"McCreary County, KY", KY,McCreary County KY,72.26638501,36.2,0.187594,34,53.7,74,54.6,28.4,350,72.85,17231,25835,34.5,5.8,12.92,3177,3022,5376,5490
"McCulloch County, TX", TX,McCulloch County TX,132.0528211,16.2,0.475982,45.9,64.5,81.3,65.9,31.9,244,76.46,7984,37927,17.6,6,12.65,3177,2760,6900,3670
"McCurtain County, OK", OK,McCurtain County OK,462.7249357,18.9,0.547169,39.7,59.9,79.9,61.7,26.5,1002,73.1,32832,31648,21.9,4.2,12.64,3177,2646,5412,5258
"McDonald County, MO", MO,McDonald County MO,673.8186009,17.6,0.355383,34.6,56.9,77.9,58,24.8,526,74.75,22837,28018,18.5,4.5,13.56,3246,2681,6492,5853
"McDonough County, IL", IL,McDonough County IL,200.2217841,16.8,0.217601,24.4,52.5,75.6,54.5,30.1,911,79.6,29682,38692,23.3,4.4,12.89,3246,2862,5688,5082
"McDowell County, NC", NC,McDowell County NC,162.3629368,15.2,0.213538,38.2,57.3,76.4,57.4,34.1,1432,77.13,45756,34077,13.6,4.9,13.5,3177,2728,6828,5545
"McDowell County, WV", WV,McDowell County WV,320.9427093,31.8,0.199457,33.9,54.1,73,55.4,16.2,564,70.27,17624,30451,33.8,3.9,13.29,3177,2662,6672,5323
"McDuffie County, GA", GA,McDuffie County GA,60.28286575,16.7,0.531113,42.8,60.8,79.7,61.9,27.7,679,73.76,21312,36982,18,4.1,14.5,3177,2713,8268,6208
"McHenry County, IL", IL,McHenry County IL,104.7464453,6.3,0.300237,20.2,47.4,71.9,50.2,32.2,13157,80.15,307774,55720,5.4,5.3,16.32,3246,2862,11472,6434
"McHenry County, ND", ND,McHenry County ND,33.7723742,12,0.094728,8,42,68.7,42.8,35.7,169,80.28,5745,52233,12.1,4.7,13.11,3246,2632,7308,4135
"McIntosh County, GA", GA,McIntosh County GA,178.4821875,19.9,0.500647,51.1,66,82.5,70,30.2,340,78.08,14378,29519,18.7,3.6,14.24,3177,2713,7836,6100
"McIntosh County, ND", ND,McIntosh County ND,131.7706338,12.2,0.077914,11.8,42.3,69.6,44.1,33.2,36,80.62,2497,59596,13.9,5,13.11,3246,2632,7308,4135
